FID_NHDPLU	w_ma	wbkf	d_ma	t50_ver_ma	t50_lat_ma	qhef_ver_m	qhef_lat_m	Lreach	FID_reach_	leng_int
0	137.34123875100	172.97805597700	4.57184070300	693.99548224800	0.00000000000	0.00000073500	0.00000000000	5708.00000000000	37271	144.99808404600
0	137.34123875100	172.97805597700	4.57184070300	693.99548224800	0.00000000000	0.00000073500	0.00000000000	5708.00000000000	38044	4.63615302301
0	137.34123875100	172.97805597700	4.57184070300	693.99548224800	0.00000000000	0.00000073500	0.00000000000	5708.00000000000	38045	167.92744116200
1	31.05409736700	46.22697038300	1.32017148860	1755.46457186000	-9999.00000000000	0.00000024490	0.00000000000	465.00000000000	38044	2.94366776916
1	31.05409736700	46.22697038300	1.32017148860	1755.46457186000	-9999.00000000000	0.00000024490	0.00000000000	465.00000000000	38045	203.42974892800
1	31.05409736700	46.22697038300	1.32017148860	1755.46457186000	-9999.00000000000	0.00000024490	0.00000000000	465.00000000000	38046	105.99214799100
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	139716	163.60727660200
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	140490	206.72204740800
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	141264	211.76740618500
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	142037	181.76102573000
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	142038	38.86133187400
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	142810	63.69892757270
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	142811	197.15246120000
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	143584	232.78814819200
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	144357	71.48950306830
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	144358	139.32730084500
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	145131	203.95590893800
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	145905	139.49874422400
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	145906	77.64233123120
2	4.28413976320	8.00812498790	0.25228758070	26846.55838020000	559060.80631800000	0.00000000720	0.00000000030	2012.00000000000	146680	83.46508026810
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	153689	78.86455134020
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	153690	54.02672365260
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	154463	250.35943729600
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	155236	120.62929775500
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	155237	82.65236273850
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	156010	217.22042933300
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	156784	31.95258868820
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	156785	247.46469612000
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	156786	178.89142104900
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	157560	99.29180256630
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	157561	109.35519992100
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	158334	114.65283181200
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	158335	161.11162573500
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	159107	187.53267886500
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	159108	138.56368090600
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	159879	7.19601319704
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	159880	253.21651271800
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	159881	65.68383385890
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	160652	35.03798236250
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	160653	264.74762971900
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	161427	206.44346760300
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162199	153.93273485000
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162200	150.89872255400
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162201	206.44346760800
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162972	215.85866949700
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162973	74.73091748520
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162974	68.42559528750
3	6.52340783090	11.57259279270	0.35848039480	846.95154000000	12052430.42210000000	0.00000019640	0.00000000020	4006.00000000000	162975	230.60292850000
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	152873	165.63632930200
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153640	19.95132783980
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153641	201.19763153500
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153642	207.24643316600
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153643	209.51790153100
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153644	197.85673858700
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153646	230.12777986400
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	153647	33.18252680930
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	154418	17.20925218360
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	154419	224.34329773600
4	4.40842291030	8.17282131490	0.25838799840	15380.40216120000	135748.51674800000	0.00000001160	0.00000000160	1574.00000000000	154420	68.02759187440
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	141951	213.31838965500
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	142725	218.36102636500
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	143499	212.74167937100
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	144273	210.66946793700
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	145047	143.55607492600
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	145048	97.04692542350
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	145822	213.53815754800
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	145823	141.57776419500
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	146597	222.53287871300
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	146598	5.05834223769
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	147371	143.53500518100
5	2.79614830780	5.45602864890	0.17663499720	4159.48994890000	18646.79626910000	0.00000002500	0.00000000480	2045.00000000000	147372	73.40252279770
